"
Street Name",Str Type,Region,Str Dir,Post Dir,Address Low Number,Address High Number,Odd Even,"
Zip","
Precinct","Town 
Precinct","
Cong","
Sen","
Hse"
ALGRETUS,DR,A,,,14603,14725,B,20120,903,,10,34,67
BARRYMORE,RD,A,,,5620,5809,B,20120,921,,10,34,40
BATAVIA,DR,A,,,14605,14713,B,20120,903,,10,34,67
BATTERY RIDGE,CT,A,,,14501,14535,B,20120,910,,11,37,37
BATTERY RIDGE,LN,A,,,14500,14647,B,20120,910,,11,37,37
BAUGHER,DR,A,,,14600,14704,B,20120,903,,10,34,67
SCHOONER,ST,M,,,7298,7299,B,22039,815,,10,39,40
SEAGRAVES,LN,M,,,8907,8910,B,22039,845,,10,39,42
SEPTEMBER,LN,M,,,11200,11229,B,22039,845,,10,39,42
SHADOW,LN,M,,,10600,10915,B,22039,845,,10,39,42
SHADOWGLEN,TRL,M,,,10700,10721,B,22039,845,,10,39,42
SHADOWRIDGE,DR,M,,,8201,8229,B,22039,845,,10,39,42
Shady Cove,DR,M,,,9900,9920,B,22039,850,,10,39,42
Shady Slope,CT,M,,,9900,9913,B,22039,850,,10,39,42
SHADYGLADE,LN,M,,,10407,10407,O,22039,845,,10,39,42
SIGNAL POINTE,WAY,M,,,9600,9610,B,22039,845,,10,39,42
SILVER POINTE,WAY,M,,,9100,9131,B,22039,839,,10,39,42
SILVERBROOK,RD,M,,,8717,8926,B,22039,629,,11,39,42
SILVERBROOK,RD,M,,,9000,9516,E,22039,845,,10,39,42
SILVERBROOK,RD,M,,,9001,9517,O,22039,839,,10,39,42
SILVERCREEK,CT,M,,,9300,9308,B,22039,839,,10,39,42
SILVERLEAF,DR,M,,,11201,11314,B,22039,815,,10,39,40
SILVERLINE,DR,M,,,8201,9215,B,22039,839,,10,39,42
SILVEROSE,CT,M,,,9200,9206,B,22039,839,,10,39,42
SILVERRUN,CT,M,,,9100,9109,B,22039,839,,10,39,42
SILVERTHORN,RD,M,,,8300,8401,B,22039,839,,10,39,42
Simpson Patent,CT,M,,,6201,6207,B,22039,805,,10,37,40
Smoke Rise,CT,M,,,11301,11322,B,22039,841,,10,34,40
Smoke Rise,LN,M,,,5599,5624,B,22039,841,,10,34,40
Smoke Rise,LN,M,,,5700,5725,B,22039,841,,10,34,40
Smoke Rise,LN,M,,,5800,5813,B,22039,841,,10,34,40
South Park,CIR,M,,,9700,9937,B,22039,850,,10,39,42
South Reach,DR,M,,,7400,7513,B,22039,850,,10,39,42
SOUTH RUN OAKS,DR,M,,,9673,9703,B,22039,839,,10,39,42
South Valley,DR,M,,,7500,7836,B,22039,850,,10,39,42
South View,CT,M,,,7300,7321,B,22039,850,,10,39,42
SPANISH OAK,CT,M,,,9701,9714,B,22039,839,,10,39,42
SPLIT RAIL,LN,M,,,11100,11213,B,22039,815,,10,39,40
SPOUT,LN,M,,,6800,6811,B,22039,815,,10,39,40
SPRINGTIME,LN,M,,,11600,11615,B,22039,803,,10,39,40
SPRUCE RIDGE,RD,M,,,8961,8969,B,22039,839,,10,39,42
Station View,CT,M,,,6000,6009,B,22039,805,,10,37,40
STONECREST,LN,M,,,6600,6620,B,22039,803,,10,39,40
STONEY,RD,M,,,6400,6400,B,22039,815,,10,39,40
Stoney Creek,CT,M,,,7703,7713,B,22039,850,,10,39,42
STREAMWOOD,PL,M,,,6900,6908,B,22039,815,,10,39,40
SUBURBAN,PL,M,,,11510,11515,B,22039,815,,10,39,40
Sudley Church,CT,M,,,6207,6215,B,22039,805,,10,37,40
SUMMERSWEET,CT,M,,,10625,10638,B,22039,815,,10,39,40
SUMMERWIND,LN,M,,,10500,10526,B,22039,845,,10,39,42
Sunpatterns,TRL,M,,,6140,6150,B,22039,804,,10,37,40
SWIFT CREEK,CT,M,,,9717,9738,B,22039,845,,10,39,42
SWIFT CREEK,RD,M,,,8900,9035,B,22039,845,,10,39,42
SWIFT RUN TRAILS,DR,M,,,7100,7175,B,22039,815,,10,39,40
SYCAMORE RIDGE,RD,M,,,8950,8961,B,22039,839,,10,39,42
SYLVAN GLEN,LN,M,,,7000,7117,B,22039,815,,10,39,40
TABOR,LN,M,,,8285,8309,B,22039,839,,10,39,42
TEMPO,LN,M,,,6700,6707,B,22039,815,,10,39,40
Ten Penny,DR,M,,,11600,11606,B,22039,804,,10,37,40
THISTLEDOWN,TRL,M,,,7501,7538,B,22039,845,,10,39,42
THOMLAR,DR,M,,,11201,11231,B,22039,845,,10,39,42
THORN BUSH,DR,M,,,9699,9814,B,22039,845,,10,39,42
THORNFIELD,CT,M,,,7800,7824,B,22039,839,,10,39,42
Three Penny,DR,M,,,5800,5910,B,22039,804,,10,37,40
THURSTON,CT,M,,,9400,9411,B,22039,839,,10,39,42
TIFFIN,CT,M,,,10703,10705,B,22039,815,,10,39,40
TIMBERIDGE,RD,M,,,10601,10723,B,22039,845,,10,39,42
Tinkers,LN,M,,,5701,5703,B,22039,841,,10,34,40
Tinkers,LN,M,,,5790,5790,B,22039,841,,10,34,40
Travilah,CT,M,,,6301,6309,O,22039,805,,10,37,40
Tree Hollow,CT,M,,,9700,9712,B,22039,850,,10,39,42
TRIPLE RIDGE,RD,M,,,8900,9117,B,22039,839,,10,39,42
TWELVE OAKS,DR,M,,,7101,7231,B,22039,815,,10,39,40
Two Penny,LN,M,,,11501,11510,B,22039,804,,10,37,40
Union Camp,DR,M,,,6101,6119,B,22039,805,,10,37,40
VAN THOMPSON,RD,M,,,10000,10450,B,22039,845,,10,39,42
View Point,CT,M,,,10100,10115,B,22039,850,,10,39,42
VIEWCREST,DR,M,,,9760,9800,B,22039,839,,10,39,42
Viewcrest,DR,M,,,9801,9810,B,22039,850,,10,39,42
VISTA POINT,LN,M,,,8100,8112,B,22039,845,,10,39,42
Vogue,RD,M,,,5605,5706,B,22039,841,,10,34,40
WALNUT RIDGE,RD,M,,,8211,8238,B,22039,839,,10,39,42
WAYFARER,DR,M,,,7321,7408,B,22039,815,,10,39,40
WENDY ANN,CT,M,,,6318,6324,B,22039,815,,10,39,40
WESTPOINTE,DR,M,,,8390,8420,B,22039,845,,10,39,42
WHITE RIDGE,LN,M,,,7101,7111,B,22039,815,,10,39,40
WILD ACRE,WAY,M,,,11510,11523,B,22039,803,,10,39,40
WILD ORCHID,WAY,M,,,7900,7922,B,22039,845,,10,39,42
Wilderness,WAY,M,,,7500,7525,B,22039,850,,10,39,42
WILDFLOWER,DR,M,,,8100,8109,B,22039,845,,10,39,42
WILLFIELD,CT,M,,,7900,7921,B,22039,839,,10,39,42
WILLOWBROOK,RD,M,,,7407,7857,B,22039,803,,10,39,40
WINDERMERE,LN,M,,,10801,10824,B,22039,845,,10,39,42
Windpatterns,TRL,M,,,6310,6330,B,22039,804,,10,37,40
WINNERS,CIR,M,,,6900,6922,B,22039,815,,10,39,40
WINSLOW,CT,M,,,6100,6225,B,22039,815,,10,39,40
WINSLOW,DR,M,,,10601,10623,B,22039,815,,10,39,40
WINTERWAY,LN,M,,,11714,11816,B,22039,803,,10,39,40
WOLF DEN,RD,M,,,7100,7115,B,22039,803,,10,39,40
WOLF RUN HILLS,RD,M,,,7900,7951,B,22039,803,,10,39,40
WOLF RUN HUNT,CT,M,,,6400,6409,B,22039,815,,10,39,40
WOLF RUN SHOALS,RD,M,,,6401,7216,B,22039,815,,10,39,40
WOLF RUN SHOALS,RD,M,,,7302,7816,E,22039,803,,10,39,40
WOLF RUN SHOALS,RD,M,,,7313,7815,O,22039,815,,10,39,40
WOLFS,CT,M,,,7500,7502,B,22039,803,,10,39,40
WOLFS,LNDG,M,,,11400,11415,B,22039,803,,10,39,40
WOOD POINTE,CT,M,,,8400,8412,B,22039,839,,10,39,42
WOOD POINTE,WAY,M,,,9100,9152,B,22039,839,,10,39,42
Woodchase,DR,M,,,9700,9712,B,22039,850,,10,39,42
WOODFAIR,DR,M,,,6240,6256,B,22039,815,,10,39,40
WOODFAIR,RD,M,,,10820,10951,B,22039,815,,10,39,40
WOODGLEN,CT,M,,,7100,7111,B,22039,815,,10,39,40
WOODLAND HILLS,LN,M,,,7910,8120,B,22039,845,,10,39,42
Woodrise,CT,M,,,7100,7108,B,22039,850,,10,39,42
Woodshade,CT,M,,,7700,7709,B,22039,850,,10,39,42
WOODVALE POND,DR,M,,,10200,10223,B,22039,130,,11,37,41
WOODWREN,LN,M,,,8611,8622,B,22039,845,,10,39,42
WOODWREN,TER,M,,,8600,8606,B,22039,845,,10,39,42
YATES FORD,RD,M,,,11401,11721,O,22039,815,,10,39,40
YATES FORD,RD,M,,,11504,11736,E,22039,803,,10,39,40
YATES FORD,RD,M,,,11800,12198,B,22039,803,,10,39,40
Youngs Branch,DR,M,,,6301,6334,B,22039,805,,10,37,40
CARRIER,CT,N,,,4400,4410,B,20151,904,,10,37,67
CUB RUN,RD,N,,,4300,4535,B,20151,904,,10,37,67
LOUIS MILL,DR,N,,,15200,15253,B,20151,904,,10,37,67
PHILIP LEE,RD,N,,,15100,15226,B,20151,904,,10,37,67
PLEASANT VALLEY,RD,N,,,4301,5006,B,20151,904,,10,37,67
BANNON HILL,CT,N,,,15200,15217,B,20151,904,,10,37,67
BERNADETTE,CT,N,,,15100,15126,B,20151,904,,10,37,67
BICENTENNIAL,CT,N,,,15200,15223,B,20151,904,,10,37,67
BLUE SPRING,DR,N,,,4400,4400,B,20151,904,,10,37,67
CARLS,CT,N,,,4330,4338,B,20151,904,,10,37,67
DONEGAL CHURCH,CT,N,,,4351,4357,B,20151,904,,10,37,67
ELK RUN,RD,N,,,15100,15238,B,20151,904,,10,37,67
GENERAL KEARNY,CT,N,,,4300,4322,B,20151,904,,10,37,67
GENERAL STEVENS,CT,N,,,15100,15215,B,20151,904,,10,37,67
HERNDON,AVE,N,,,15407,15520,B,20151,904,,10,37,67
LEE JACKSON MEMORIAL,HWY,N,,,15100,15200,E,20151,931,,10,33,86
NORRIS,CT,N,,,4600,4620,B,20151,904,,10,37,67
SAMUELS PINE,RD,N,,,4517,4602,B,20151,904,,10,37,67
SILAS HUTCHINSON,DR,N,,,4300,4603,B,20151,904,,10,37,67
SOVEREIGN,PL,N,,,15200,15243,B,20151,904,,10,37,67
TONYS,PL,N,,,15300,15311,B,20151,904,,10,37,67
AIRLINE,PKWY,O,,,4200,4281,B,20151,904,,10,37,67
BOAC,CIR,O,,,14601,14634,B,20151,904,,10,37,67
BRANIFF,CIR,O,,,14501,14547,B,20151,904,,10,37,67
IBERIA,CIR,O,,,14500,14550,B,20151,904,,10,37,67
ICELANDIC,PL,O,,,14601,14618,B,20151,904,,10,37,67
LANICA,CIR,O,,,14500,14535,B,20151,904,,10,37,67
LUFTHANSA,CIR,O,,,14601,14640,B,20151,904,,10,37,67
NATIONAL,DR,O,,,14600,14756,B,20151,904,,10,37,67
NORTHWEST,PL,O,,,14601,14616,B,20151,904,,10,37,67
PAN AM,AVE,O,,,14600,14737,B,20151,904,,10,37,67
PANAGRA,PL,O,,,14500,14508,B,20151,904,,10,37,67
SWISSAIR,PL,O,,,14500,14515,B,20151,904,,10,37,67
TRANS WORLD,AVE,O,,,14501,14565,B,20151,904,,10,37,67
UNITED,DR,O,,,14501,14516,B,20151,904,,10,37,67
ADKINS,RD,O,,,15001,15001,O,20151,931,,10,33,86
BARNEY,RD,O,,,3700,3832,B,20151,931,,10,33,86
CHANTILLY CROSSING,LN,O,,,14420,14420,E,20151,904,,10,37,67
Chantilly Crossing,Ln,O,,,14440,14440,E,20151,904,,10,37,67
GLORUS,RD,O,,,3700,3804,B,20151,931,,10,33,86
LAKE CENTRAL,DR,O,,,14500,14514,B,20151,904,,10,37,67
MURDOCK,ST,O,,,14800,14913,B,20151,931,,10,33,86
NORTHEAST,PL,O,,,14500,14516,B,20151,904,,10,37,67
PEPSI,PL,O,,,4101,4101,B,20151,904,,10,37,67
THOMPSON,RD,O,,,14800,14916,B,20151,931,,10,33,86
UPPER CUB RUN,DR,O,,,4500,4500,B,20151,904,,10,37,67
Bokel,Dr,P,,,3900,3921,B,20151,927,,10,32,86
Lightfoot,St,P,,,3800,3850,E,20151,927,,10,32,86
Burkitts,RD,P,,,13301,13349,B,22033,930,,10,32,67
FISHERS HILL,CT,P,,,3600,3622,B,22033,920,,10,32,67
Foxfield,LN,P,,,3701,3843,B,22033,930,,10,32,67
KEEFER,CT,P,,,3700,3749,B,22033,920,,10,32,67
Kernstown,CT,P,,,3901,3940,B,22033,930,,10,32,67
Sweethorn,CT,P,,,3600,3647,B,22033,930,,10,32,67
TANNERY,CT,P,,,13300,13344,B,22033,920,,10,32,67
Angelica,CT,P,,,13600,13607,B,20151,927,,10,32,86
Armfield Farm,DR,P,,,3501,3517,O,20151,927,,10,32,86
Armfield Farm,DR,P,,,3502,3518,E,20151,927,,10,32,86
Armfield Farm,DR,P,,,3519,3579,B,20151,927,,10,32,86
Beech Down,DR,P,,,3598,3700,E,20151,927,,10,32,86
Beech Down,DR,P,,,3599,3671,O,20151,927,,10,32,86
Beech Down,DR,P,,,3801,3872,B,20151,927,,10,32,86
Beeker Mill,Pl,P,,,3900,3927,B,20151,927,,10,32,86
Bellerose,Dr,P,,,13629,13651,B,20151,927,,10,32,86
Birch,Dr,P,,,13610,13704,B,20151,927,,10,32,86
Brockmeyer,CT,P,,,13600,13614,B,20151,927,,10,32,86
Bromall,Ct,P,,,16300,16309,B,20151,927,,10,32,86
Carroll,Ct,P,,,3900,3913,B,20151,927,,10,32,86
CENTERVIEW,DR,P,,,3860,3860,E,20151,931,,10,33,86
Centreville,Rd,P,,,3460,3480,E,20151,931,,10,33,86
Centreville,Rd,P,,,3611,3625,O,20151,927,,10,32,86
CENTREVILLE,RD,P,,,3612,3620,E,20151,931,,10,33,86
CENTREVILLE,RD,P,,,3700,3700,E,20151,931,,10,33,86
CENTREVILLE,RD,P,,,3914,3920,E,20151,931,,10,33,86
Chevy Chase,Ct,P,,,13500,13514,B,20151,927,,10,32,86
Chevy Chase,Ln,P,,,13600,13620,B,20151,927,,10,32,86
Chianti,Ct,P,,,13700,13706,B,20151,927,,10,32,86
Clary Sage,DR,P,,,13600,13630,B,20151,927,,10,32,86
Coatesly,Dr,P,,,3600,3618,B,20151,927,,10,32,86
CODA,PL,P,,,14214,14214,B,20151,902,,10,33,67
Dittany,Ct,P,,,3821,3828,B,20151,927,,10,32,86
Downs,Dr,P,,,3908,3932,B,20151,927,,10,32,86
Gladwyn,CT,P,,,13600,13606,B,20151,927,,10,32,86
Hampstead,CT,P,,,13600,13609,B,20151,927,,10,32,86
Haverford,CT,P,,,13599,13608,B,20151,927,,10,32,86
Kew Garden,CT,P,,,13658,13665,B,20151,927,,10,32,86
King Charles,Dr,P,,,13500,13536,B,20151,927,,10,32,86
LEE,RD,P,,,14560,14560,E,20151,904,,10,37,67
LEE JACKSON MEMORIAL,HWY,P,,,13501,14201,O,20151,902,,10,33,67
Lee Jackson Memorial,Hwy,P,,,13622,13962,E,20151,927,,10,32,86
LEE JACKSON MEMORIAL,HWY,P,,,14000,14114,E,20151,931,,10,33,86
LEE JACKSON MEMORIAL,HWY,P,,,14308,14312,E,20151,931,,10,33,86
LEE JACKSON MEMORIAL,HWY,P,,,14311,14501,O,20151,904,,10,37,67
Leith,Ct,P,,,13500,13539,B,20151,927,,10,32,86
Louise,Ave,P,,,3724,3811,B,20151,927,,10,32,86
Lowe,St,P,,,13738,13810,B,20151,927,,10,32,86
Malin,CT,P,,,3660,3670,B,20151,927,,10,32,86
Monet,Ct,P,,,13710,13715,B,20151,927,,10,32,86
Old Chatwood,PL,P,,,13600,13634,B,20151,927,,10,32,86
Paoli,Ct,P,,,3636,3645,B,20151,927,,10,32,86
PENROSE,PL,P,,,14400,14401,B,20151,904,,10,37,67
Picasso,Pl,P,,,3750,3756,B,20151,927,,10,32,86
Rembrandt,Way,P,,,13820,13916,B,20151,927,,10,32,86
Renoir,Ter,P,,,3700,3731,B,20151,927,,10,32,86
Roger Mack,CT,P,,,13600,13611,B,20151,927,,10,32,86
Rosetree,Ct,P,,,13700,13732,B,20151,927,,10,32,86
Sangiovese,St,P,,,13800,13809,B,20151,927,,10,32,86
SKYHAWK,DR,P,,,3900,3900,B,20151,931,,10,33,86
Southernwood,CT,P,,,13696,13703,B,20151,931,,10,33,86
Southernwood,Ct,P,,,13708,13721,B,20151,927,,10,32,86
Springhaven,DR,P,,,13600,13616,E,20151,927,,10,32,86
Springhaven,Dr,P,,,13601,13617,O,20151,927,,10,32,86
Springhaven,Dr,P,,,13702,13722,B,20151,927,,10,32,86
THUNDERBOLT,PL,P,,,14036,14036,E,20151,931,,10,33,86
Windmoore,Ct,P,,,3600,3614,B,20151,927,,10,32,86
ALCOA,DR,P,,,3980,3996,B,22033,920,,10,32,67
Ashvale,DR,P,,,13144,13146,B,22033,920,,10,32,67
Ashvale,DR,P,,,13147,13150,B,22033,930,,10,32,67
Ashvale,DR,P,,,13186,13213,B,22033,930,,10,32,67
Belle Cote,LN,P,,,13020,13106,B,22033,920,,10,32,67
Birch Bark,CT,P,,,13400,13415,B,22033,905,,10,33,67
BLUE FOX,LN,P,,,13185,13199,B,22033,920,,10,32,67
BRANDY STATION,CT,P,,,3800,3814,B,22033,920,,10,32,67
Briargate,CT,P,,,3448,3459,B,22033,905,,10,33,67
Broomsedge,CT,P,,,3700,3759,B,22033,930,,10,32,67
Buckeye,CT,P,,,3600,3644,B,22033,930,,10,32,67
Buckeye,LN,P,,,3300,3354,B,22033,930,,10,32,67
Canoe Birch,CT,P,,,3600,3617,B,22033,930,,10,32,67
CORALBERRY,DR,P,,,13100,13204,B,22033,920,,10,32,67
Coralberry,DR,P,,,13205,13228,B,22033,930,,10,32,67
Cotton Top,CT,P,,,3400,3429,B,22033,905,,10,33,67
CROSS KEYS,CT,P,,,13100,13125,B,22033,920,,10,32,67
CUSTOM HOUSE,CT,P,,,13201,13260,B,22033,920,,10,32,67
Deerberry,CT,P,,,3600,3611,B,22033,930,,10,32,67
Elderberry,PL,P,,,3600,3654,B,22033,930,,10,32,67
ENGLISHWOOD,LN,P,,,13101,13132,B,22033,843,,11,37,67
Farmland,DR,P,,,3700,3762,B,22033,930,,10,32,67
Foxhole,DR,P,,,13301,13431,B,22033,930,,10,32,67
Franklin Manor,CT,P,,,3400,3407,B,22033,930,,10,32,67
Franklin View,CT,P,,,13200,13207,B,22033,930,,10,32,67
Golden Meadow,Ct,P,,,12960,12969,B,22033,920,,10,32,67
GRAND JUNCTION,CT,P,,,3801,3835,B,22033,920,,10,32,67
GRAND JUNCTION,DR,P,,,13200,13242,B,22033,920,,10,32,67
Great Laurel,LN,P,,,3600,3633,B,22033,930,,10,32,67
Hidden Meadow,DR,P,,,3398,3425,B,22033,905,,10,33,67
Hidden Meadow,DR,P,,,3426,3440,B,22033,930,,10,32,67
HOLLINGER,AVE,P,,,13296,13329,B,22033,920,,10,32,67
Hollinger,AVE,P,,,13401,13500,B,22033,930,,10,32,67
Honey Locust,CT,P,,,3500,3528,B,22033,930,,10,32,67
HOUND RUN,DR,P,,,13308,13329,B,22033,920,,10,32,67
Indale,CT,P,,,3450,3459,B,22033,905,,10,33,67
IRISH MOSS,CT,P,,,3600,3608,B,22033,920,,10,32,67
JASPER,CT,P,,,13317,13355,B,22033,920,,10,32,67
JASPER,RD,P,,,13200,13311,B,22033,920,,10,32,67
KOKE,WAY,P,,,3920,3922,B,22033,920,,10,32,67
LEE JACKSON MEMORIAL,HWY,P,,,13001,13135,O,22033,847,,10,34,67
Lee Jackson Memorial,Hwy,P,,,13500,13500,E,22033,927,,10,32,86
Lillard,CT,P,,,3500,3509,B,22033,905,,10,33,67
Majestic Pine,LN,P,,,3500,3524,B,22033,930,,10,32,67
Mazewood,LN,P,,,3700,3775,B,22033,930,,10,32,67
Meadowsweet,DR,P,,,13365,13376,B,22033,930,,10,32,67
MEYER WOODS,LN,P,,,3400,3425,B,22033,920,,10,32,67
Nodding Pine,CT,P,,,3500,3515,B,22033,930,,10,32,67
Oak Ivy,LN,P,,,13500,13522,B,22033,905,,10,33,67
Oakshade,CT,P,,,3324,3351,B,22033,930,,10,32,67
Peachwood,CT,P,,,13400,13415,B,22033,905,,10,33,67
Pecan,PL,P,,,3500,3509,B,22033,930,,10,32,67
Plum Dale,DR,P,,,3559,3601,B,22033,905,,10,33,67
PLUM RUN,CT,P,,,3892,3955,B,22033,920,,10,32,67
SCIBILIA,CT,P,,,13319,13333,B,22033,920,,10,32,67
SCIBILIA,RD,P,,,3870,3890,B,22033,920,,10,32,67
SHADOWBROOK,LN,P,,,13101,13118,B,22033,843,,11,37,67
Shady Ridge,LN,P,,,13200,13227,B,22033,930,,10,32,67
Springhaven,DR,P,,,13375,13522,B,22033,930,,10,32,67
STRINGFELLOW,CT,P,,,3500,3510,B,22033,920,,10,32,67
SUDLEY FORD,CT,P,,,3700,3780,B,22033,920,,10,32,67
SUMTER,CT,P,,,3700,3715,B,22033,920,,10,32,67
Teaberry,CT,P,,,13365,13372,B,22033,930,,10,32,67
THOMPSON,RD,P,,,13008,13100,E,22033,920,,10,32,67
Thompson,RD,P,,,13110,13130,E,22033,930,,10,32,67
Treaty Oak,CT,P,,,3500,3511,B,22033,905,,10,33,67
Tuckaway,DR,P,,,13300,13320,B,22033,930,,10,32,67
Virginia Willow,DR,P,,,13301,13315,O,22033,930,,10,32,67
Virginia Willow,DR,P,,,13319,13533,O,22033,930,,10,32,67
Virginia Willow,DR,P,,,13320,13320,E,22033,905,,10,33,67
Virginia Willow,DR,P,,,13400,13532,E,22033,905,,10,33,67
Water Birch,CT,P,,,13501,13508,B,22033,930,,10,32,67
WILLOUGHBY POINT,DR,P,,,13100,13142,B,22033,920,,10,32,67
WILLOUGHBY POINT,LN,P,,,3600,3617,B,22033,920,,10,32,67
Wisteria,WAY,P,,,13501,13523,B,22033,905,,10,33,67
Wisteria Way,CT,P,,,3500,3511,B,22033,905,,10,33,67
WREN HOLLOW,LN,P,,,13101,13131,B,22033,843,,11,37,67
ADELPHI,CT,Q,,,13710,13716,B,20151,902,,10,33,67
AUTUMN VALE,CT,Q,,,13700,13764,B,20151,902,,10,33,67
BEAUJOLAIS,CT,Q,,,13800,13878,B,20151,902,,10,33,67
BIXBY,CT,Q,,,4100,4109,B,20151,902,,10,33,67
BROOKFIELD,CT,Q,,,13372,13387,B,20151,902,,10,33,67
BROOKFIELD,DR,Q,,,13400,13458,B,20151,902,,10,33,67
CHANTILLY,RD,Q,,,4101,4101,B,20151,902,,10,33,67
CHANTILLY LACE,CT,Q,,,4100,4152,B,20151,902,,10,33,67
COUNTRY CROSSING,CT,Q,,,13700,13709,B,20151,902,,10,33,67
COUNTRY CROSSING,ST,Q,,,13800,13814,B,20151,902,,10,33,67
ELLENDALE,DR,Q,,,13500,13634,B,20151,902,,10,33,67
FLATLICK BRANCH,DR,Q,,,4600,4696,B,20151,913,,10,34,67
FLOWING BROOK,CT,Q,,,13700,13778,B,20151,902,,10,33,67
GALESBURY,LN,Q,,,4005,4419,B,20151,902,,10,33,67
HAMLIN,AVE,Q,,,4100,4116,B,20151,902,,10,33,67
HAMLIN,CT,Q,,,4116,4168,B,20151,902,,10,33,67
KIMBERLEY GLEN,CT,Q,,,4000,4051,B,20151,902,,10,33,67
LEES CORNER,RD,Q,,,4000,4319,B,20151,902,,10,33,67
LEES CORNER,RD,Q,,,4405,4520,B,20151,913,,10,34,67
MARSDEN,CT,Q,,,13751,13787,B,20151,902,,10,33,67
MEADOWLAND,CT,Q,,,4100,4211,B,20151,902,,10,33,67
NEWPORT,DR,Q,,,4141,13790,B,20151,902,,10,33,67
NEWPORT,LN,Q,,,13800,13816,B,20151,902,,10,33,67
NOVAR,DR,Q,,,4003,4164,B,20151,902,,10,33,67
OYSTER POINT,CT,Q,,,13800,13899,B,20151,902,,10,33,67
PENNSBORO,CT,Q,,,4219,4234,B,20151,902,,10,33,67
PENNSBORO,DR,Q,,,13500,13721,B,20151,902,,10,33,67
PENNSBORO,PL,Q,,,4210,4214,B,20151,902,,10,33,67
PENNY TREE,PL,Q,,,4551,4593,B,20151,913,,10,34,67
PENWITH,CT,Q,,,13700,13776,B,20151,902,,10,33,67
PITKIN,CT,Q,,,13703,13709,B,20151,902,,10,33,67
PLACID LAKE,CT,Q,,,4101,4156,B,20151,902,,10,33,67
POPLAR TREE,CT,Q,,,4387,4403,B,20151,913,,10,34,67
POPLAR TREE,RD,Q,,,13450,13912,E,20151,913,,10,34,67
POPLAR TREE,RD,Q,,,13469,13911,O,20151,913,,10,34,67
ROCKLAND VILLAGE,DR,Q,,,13926,13974,B,20151,902,,10,33,67
SILVERSMITH,CT,Q,,,13700,13710,B,20151,902,,10,33,67
SMALLWOOD,CT,Q,,,13598,13726,B,20151,913,,10,34,67
SMALLWOOD,LN,Q,,,13532,13590,B,20151,913,,10,34,67
STEPNEY,LN,Q,,,13600,13655,B,20151,902,,10,33,67
TABSCOTT,DR,Q,,,13502,13626,B,20151,902,,10,33,67
VIRGINIA DARE,CT,Q,,,3000,3040,B,20151,902,,10,33,67
WEEPING WILLOW,CT,Q,,,4071,4159,B,20151,902,,10,33,67
WINTER HARBOR,CT,Q,,,4101,4162,B,20151,902,,10,33,67
BARFORD,CT,Q,,,4400,4411,B,20151,913,,10,34,67
BELL RIDGE,CT,Q,,,4170,4175,B,20151,902,,10,33,67
BENTREE,CT,Q,,,13600,13604,B,20151,902,,10,33,67
BORDOLINO,DR,Q,,,4220,4238,B,20151,902,,10,33,67
BRAXTON,RD,Q,,,4082,4099,B,20151,902,,10,33,67
BRENTWALL,CT,Q,,,4688,4708,B,20151,913,,10,34,67
BRIARTON,DR,Q,,,4501,4539,B,20151,902,,10,33,67
Brookfield Corporate,DR,Q,,,4504,4506,B,20151,902,,10,33,67
CABERNET,CT,Q,,,13801,13825,B,20151,902,,10,33,67
CARBURY,CT,Q,,,4049,4060,B,20151,902,,10,33,67
CARMEL,LN,Q,,,13501,13520,B,20151,902,,10,33,67
CARMEL,TER,Q,,,4200,4204,B,20151,902,,10,33,67
CASTLE,CT,Q,,,13900,13911,B,20151,913,,10,34,67
Chantilly,Rd,Q,,,3808,3933,B,20151,927,,10,32,86
CLARET,CT,Q,,,4221,13831,B,20151,902,,10,33,67
CONSTITUTION,CT,Q,,,13841,13868,B,20151,902,,10,33,67
CURREY,LN,Q,,,13541,13550,B,20151,902,,10,33,67
DALLAS,ST,Q,,,13900,14041,B,20151,902,,10,33,67
DALLAS HUTCHISON,ST,Q,,,4101,4129,B,20151,902,,10,33,67
DAWN VALLEY,CT,Q,,,4101,4190,B,20151,902,,10,33,67
DE HAVEN,DR,Q,,,4200,4324,B,20151,902,,10,33,67
DEERWATCH,DR,Q,,,4602,4699,B,20151,913,,10,34,67
EAGLE CHASE,CIR,Q,,,14008,14101,B,20151,913,,10,34,67
EDEN,WAY,Q,,,13800,13818,B,20151,902,,10,33,67
ELMWOOD,ST,Q,,,4000,4129,B,20151,902,,10,33,67
FILLINGAME,DR,Q,,,4503,4628,B,20151,913,,10,34,67
FLAGG,CT,Q,,,3975,4021,B,20151,902,,10,33,67
FLUSHING,CT,Q,,,4500,4504,B,20151,913,,10,34,67
FULMER,DR,Q,,,13800,13821,B,20151,902,,10,33,67
GASTON,ST,Q,,,4500,4533,B,20151,913,,10,34,67
GUMWOOD,CT,Q,,,3992,4109,B,20151,902,,10,33,67
HAZEL PARK,CT,Q,,,4305,4321,B,20151,902,,10,33,67
HENNINGER,CT,Q,,,4211,4399,B,20151,902,,10,33,67
HOLLOWSTONE,CT,Q,,,4300,4319,B,20151,913,,10,34,67
HOLTON,PL,Q,,,13700,13708,B,20151,902,,10,33,67
JAMES CROSS,ST,Q,,,13939,13964,B,20151,902,,10,33,67
KHALID,LN,Q,,,13974,14000,B,20151,902,,10,33,67
