"
Street Name",Str Type,Region,Str Dir,Post Dir,Address Low Number,Address High Number,Odd Even,"
Zip","
Precinct","Town 
Precinct","
Cong","
Sen","
Hse"
ALGRETUS,DR,A,,,14603,14725,B,20120,903,,10,34,67
BARRYMORE,RD,A,,,5620,5809,B,20120,921,,10,34,40
BATAVIA,DR,A,,,14605,14713,B,20120,903,,10,34,67
BATTERY RIDGE,CT,A,,,14501,14535,B,20120,910,,11,37,37
BATTERY RIDGE,LN,A,,,14500,14647,B,20120,910,,11,37,37
BAUGHER,DR,A,,,14600,14704,B,20120,903,,10,34,67
ROSY,LN,H,,,14300,14305,B,20121,901,,11,37,40
Sara Marie,TER,H,,,6077,6089,B,20121,925,,11,37,40
SILO VALLEY,VW,H,,,14300,14396,B,20121,901,,11,37,40
STORE HOUSE,CT,H,,,6400,6406,B,20121,901,,11,37,40
STORE HOUSE,DR,H,,,14474,14624,B,20121,901,,11,37,40
SUNCATCHER,CT,H,,,14201,14203,B,20121,901,,11,37,40
SUTLER STORE,CT,H,,,6400,6411,B,20121,901,,11,37,40
UNIFORM,DR,H,,,14300,14392,B,20121,901,,11,37,40
Wicker,LN,H,,,6051,6063,B,20121,901,,11,37,40
Wicker,LN,H,,,6067,6083,B,20121,901,,11,37,40
WOODLAND RIDGE,CT,H,,,6360,6374,B,20121,901,,11,37,40
WOODLAND RIDGE,DR,H,,,14557,14600,B,20121,901,,11,37,40
CALVARY,PL,I,,,14700,14725,B,20121,925,,10,37,40
CASTLEFORD,CT,I,,,14500,14545,B,20121,925,,10,37,40
Compton,LN,I,,,6900,6959,B,20121,933,,11,39,40
COMPTON,RD,I,,,14201,14415,O,20121,803,,10,39,40
Compton,RD,I,,,14300,14424,E,20121,933,,11,39,40
COMPTON,RD,I,,,14600,14925,B,20121,925,,10,37,40
COMPTON,RD,I,,,15000,15620,B,20121,923,,10,37,40
CONFEDERATE RIDGE,LN,I,,,6900,6941,B,20121,925,,10,37,40
COTTINGHAM,LN,I,,,6800,6851,B,20121,925,,10,37,40
GENERAL LEE,DR,I,,,14700,14721,B,20121,925,,10,37,40
HOVINGHAM,CT,I,,,6900,6950,B,20121,925,,10,37,40
JACKSON FIELDS,CT,I,,,6660,6687,B,20121,925,,10,37,40
JENNIFER,CT,I,,,6700,6706,B,20121,925,,10,37,40
JENNY LEIGH,CT,I,,,6700,6786,B,20121,925,,10,37,40
MOUNT OLIVE,CT,I,,,6800,6806,B,20121,925,,10,37,40
MOUNT OLIVE,RD,I,,,14409,14711,B,20121,925,,10,37,40
RAVENSCAR,CT,I,,,14500,14537,B,20121,925,,10,37,40
ROCKLEDGE,PL,I,,,6701,6764,B,20121,925,,10,37,40
SELBY,CT,I,,,6400,6462,B,20121,925,,10,37,40
SHARPS,DR,I,,,6300,6532,B,20121,901,,11,37,40
STILSBY,CT,I,,,14501,14541,B,20121,925,,10,37,40
CHELSEY,PL,I,,,14500,14518,B,20121,925,,10,37,40
COLONEL TAYLOR,LN,I,,,6847,6883,B,20121,925,,10,37,40
CRIM STATION,RD,I,,,14500,14509,B,20121,925,,10,37,40
CUB RUN,CT,I,,,6701,6735,B,20121,925,,10,37,40
FARRAHS CAVALRY,RD,I,,,6800,6820,B,20121,925,,10,37,40
FOLKERS,LNDG,I,,,6691,6706,B,20121,925,,10,37,40
Grainery,RD,I,,,14300,14302,B,20121,925,,11,37,40
Grainery,RD,I,,,14303,14308,B,20121,925,,10,37,40
GUARD MOUNT,CT,I,,,6400,6421,B,20121,901,,11,37,40
GUN CAP,CT,I,,,6300,6324,B,20121,901,,11,37,40
GUN MOUNT,CT,I,,,6300,6340,B,20121,901,,11,37,40
HANNA,CT,I,,,14700,14716,B,20121,925,,10,37,40
Harvest Mill,CT,I,,,6500,6513,B,20121,925,,10,37,40
Harvest Mill,CT,I,,,6515,6531,O,20121,925,,11,37,40
Harvest Mill,CT,I,,,6516,6534,E,20121,925,,10,37,40
JOHN CHARLES,LNDG,I,,,6300,6322,B,20121,901,,11,37,40
JOHN EWELL,CT,I,,,14681,14687,B,20121,925,,10,37,40
MALTON,CT,I,,,6801,6867,B,20121,925,,10,37,40
MASSAPONAX,PL,I,,,6800,6810,B,20121,925,,10,37,40
MEETING CAMP,RD,I,,,14500,14611,B,20121,925,,10,37,40
MOSSY BANK,LN,I,,,6700,6710,B,20121,925,,10,37,40
MUSKET BALL,DR,I,,,6300,6320,B,20121,901,,11,37,40
MUSKETT,WAY,I,,,6850,6870,B,20121,925,,10,37,40
MUSTER,CT,I,,,6400,6449,B,20121,901,,11,37,40
NICHOLAS SCHAR,WAY,I,,,14400,14417,B,20121,925,,10,37,40
OLD CENTREVILLE,RD,I,,,6321,6549,O,20121,925,,10,37,40
OLD CENTREVILLE,RD,I,,,6500,6558,E,20121,901,,11,37,40
OLD CENTREVILLE,RD,I,,,6600,6715,B,20121,925,,10,37,40
Old Mill,RD,I,,,14511,14518,B,20121,925,,10,37,40
Old Mill,RD,I,,,14519,14531,B,20121,925,,11,37,40
OLD MILL,RD,I,,,14532,14563,B,20121,901,,11,37,40
ORDWAY,RD,I,,,7000,7400,B,20121,925,,10,37,40
OUTPOST,CT,I,,,14600,14626,B,20121,901,,11,37,40
PICKET OAKS,RD,I,,,14400,14400,E,20121,901,,11,37,40
PICKET OAKS,RD,I,,,14402,14546,B,20121,901,,11,37,40
PICKETS POST,RD,I,,,14700,14737,B,20121,925,,10,37,40
POWDER FLASK,CT,I,,,6301,6325,B,20121,901,,11,37,40
RICHARD SIMPSON,LN,I,,,14690,14706,B,20121,925,,10,37,40
SCOTT,TER,I,,,6710,6724,B,20121,925,,10,37,40
SHARPSBURG,DR,I,,,6895,6927,B,20121,925,,10,37,40
SKIPTON,CT,I,,,14501,14545,B,20121,925,,10,37,40
TOP SERGEANT,LN,I,,,14713,14730,B,20121,925,,10,37,40
TRACY SCHAR,LN,I,,,14400,14425,B,20121,925,,10,37,40
VIRGINIA INFANTRY,RD,I,,,14700,14707,B,20121,925,,10,37,40
WHEAT MILL,WAY,I,,,6500,6543,B,20121,925,,10,37,40
BATON ROUGE,CT,J,,,13900,13978,B,20121,919,,11,37,40
BETSY ROSS,CT,J,,,6300,6330,B,20121,919,,11,37,40
BETSY ROSS,LN,J,,,14000,14144,B,20121,919,,11,37,40
BIG YANKEE,LN,J,,,13900,13997,B,20121,919,,11,37,40
CEDAR LOCH,CT,J,,,6800,6824,B,20121,919,,11,37,40
FOUNT BEATTIE,CT,J,,,13800,13849,B,20121,919,,11,37,40
GENERALS,CT,J,,,6350,6379,B,20121,919,,11,37,40
GUNNERS,PL,J,,,13900,14006,B,20121,919,,11,37,40
HONEY HILL,CT,J,,,14101,14143,B,20121,919,,11,37,40
LIGHTBURN,CT,J,,,6300,6326,B,20121,919,,11,37,40
LIGHTBURN,LN,J,,,13951,13980,B,20121,919,,11,37,40
RED RIVER,DR,J,,,14001,14179,B,20121,919,,11,37,40
STARBIRD,CT,J,,,14101,14123,B,20121,919,,11,37,40
STONE MAPLE,TER,J,,,6701,6789,O,20121,919,,11,37,40
STONE MAPLE,TER,J,,,6790,6806,B,20121,919,,11,37,40
STONE MAPLE,TER,J,,,6807,6851,O,20121,919,,11,37,40
STONEWATER,CT,J,,,14300,14380,B,20121,919,,11,37,40
WILLIAM MOSBY,DR,J,,,6201,6220,B,20121,919,,11,37,40
AUTUMN,CIR,J,,,14100,14252,B,20121,919,,11,37,40
Bay Valley,LN,J,,,6700,6706,B,20121,919,,11,37,40
BONHAM,PL,J,,,6350,6376,B,20121,919,,11,37,40
CEDAR KEY,LNDG,J,,,14351,14377,B,20121,919,,11,37,40
CENTREVILLE,RD,J,,,6815,6919,O,20121,919,,11,37,40
CENTREVILLE,RD,J,,,7001,7123,O,20121,803,,10,39,40
Chasewood,CIR,J,,,6800,6899,B,20121,933,,11,39,40
Coble Laskey,CT,J,,,14149,14165,B,20121,919,,11,37,40
Compton Valley,CT,J,,,6900,6927,B,20121,933,,11,39,40
Compton Valley,PL,J,,,6800,6833,B,20121,933,,11,39,40
Compton Valley,WAY,J,,,14000,14179,B,20121,933,,11,39,40
COMPTON VILLAGE,DR,J,,,14301,14400,B,20121,919,,11,37,40
CREEK BED,CT,J,,,6400,6415,B,20121,919,,11,37,40
CREEK RUN,DR,J,,,6500,6617,B,20121,919,,11,37,40
DARKWOOD,CIR,J,,,14050,14160,E,20121,919,,11,37,40
DARKWOOD,DR,J,,,14131,14219,B,20121,919,,11,37,40
DESTIN,CT,J,,,6901,6909,B,20121,919,,11,37,40
DRIFTON,CT,J,,,6850,6875,B,20121,919,,11,37,40
EMERALD GREEN,CT,J,,,6400,6418,B,20121,919,,11,37,40
ENGLISH SADDLE,CT,J,,,6600,6608,B,20121,919,,11,37,40
FLOMATION,CT,J,,,14301,14331,B,20121,919,,11,37,40
GREEN TRAILS,CT,J,,,13900,13918,B,20121,919,,11,37,40
GRUMBLE JONES,CT,J,,,14000,14024,B,20121,919,,11,37,40
HARNESS HILL,CT,J,,,6600,6618,B,20121,919,,11,37,40
Hart Forest,DR,J,,,14248,14248,E,20121,933,,11,39,40
Hart Forest,DR,J,,,14249,14259,O,20121,933,,11,39,40
Hart Forest,DR,J,,,14252,14258,E,20121,919,,11,37,40
Hartwood,CT,J,,,14200,14223,B,20121,933,,11,39,40
Hartwood,LN,J,,,6700,6738,E,20121,919,,11,37,40
Hartwood,LN,J,,,6701,6737,O,20121,933,,11,39,40
Hartwood,LN,J,,,6800,6820,B,20121,933,,11,39,40
Kerrywood,CIR,J,,,6800,6922,B,20121,933,,11,39,40
LEVEL GREEN,LN,J,,,6275,6275,O,20121,919,,11,37,40
LITTLEFIELD,CT,J,,,6301,6365,O,20121,919,,11,37,40
LUDINGTON,PL,J,,,13900,13922,B,20121,919,,11,37,40
MALABAR,CT,J,,,6851,6869,B,20121,919,,11,37,40
MAPLE ROCK,CT,J,,,14350,14363,B,20121,919,,11,37,40
MARY TODD,CT,J,,,6300,6341,B,20121,919,,11,37,40
MARY TODD,LN,J,,,6300,6338,B,20121,919,,11,37,40
MIDDLE CREEK,PL,J,,,13901,13978,B,20121,919,,11,37,40
MONTVERD,CT,J,,,14300,14326,B,20121,919,,11,37,40
OAK ROCK,CT,J,,,6600,6619,B,20121,919,,11,37,40
PALISADES,DR,J,,,6480,6574,B,20121,919,,11,37,40
PALMETTO,PL,J,,,6350,6380,B,20121,919,,11,37,40
Paradise Mill,Rd,J,,,7001,7051,O,20121,803,,10,39,40
PITTMAN,CT,J,,,14486,14544,B,20121,919,,11,37,40
PONY HILL,CT,J,,,14200,14221,B,20121,919,,11,37,40
PREACHER CHAPMAN,PL,J,,,13900,13949,B,20121,919,,11,37,40
RIDGE WATER,CT,J,,,6850,6913,B,20121,919,,11,37,40
ROAMER,CT,J,,,14100,14120,B,20121,919,,11,37,40
ROCK CANYON,DR,J,,,14100,14236,B,20121,919,,11,37,40
Rocky Valley,DR,J,,,14100,14126,B,20121,933,,11,39,40
SAINT TIMOTHYS,LN,J,,,6315,6400,B,20121,919,,11,37,40
Singletons,Way,J,,,6151,6225,O,20121,918,,11,37,40
SKYLEMAR,TRL,J,,,6500,6637,B,20121,919,,11,37,40
SORREL CHASE,CT,J,,,14101,14120,B,20121,919,,11,37,40
Stone Chase,WAY,J,,,14200,14263,B,20121,933,,11,39,40
TREVILIAN,PL,J,,,6301,6317,B,20121,919,,11,37,40
VIRGINIA PINE,CT,J,,,6400,6412,B,20121,919,,11,37,40
WINDING RIDGE,LN,J,,,13900,14115,B,20121,919,,11,37,40
WOOD ROCK,WAY,J,,,14000,14207,B,20121,919,,11,37,40
LITTLE BROOK,CT,K,,,6000,6037,B,20124,849,,10,39,40
LITTLE BROOK,DR,K,,,13500,13514,B,20124,849,,10,39,40
Oak Stone,CT,K,,,6300,6305,B,20124,854,,10,39,40
SIERRA,DR,K,,,13500,13556,B,20124,849,,10,39,40
WILDFLOWER,LN,K,,,13600,13697,B,20124,849,,10,39,40
Battle Rock,DR,K,,,6300,6453,B,20124,854,,10,39,40
BATTLEWOOD,CT,K,,,13500,13514,B,20124,849,,10,39,40
Bluestone,CT,K,,,13600,13619,B,20124,854,,10,39,40
Bluestone,PL,K,,,6300,6320,B,20124,854,,10,39,40
BLUFFDALE,CT,K,,,6100,6113,B,20124,849,,10,39,40
BRIDGELAND,LN,K,,,13600,13622,B,20124,849,,10,39,40
Bunkers,CT,K,,,6703,6739,B,20124,854,,10,39,40
CLEAR SPRINGS,CT,K,,,6300,6306,B,20124,849,,10,39,40
Clear Springs,LN,K,,,13900,13903,B,20124,854,,10,39,40
Clifton Grove,CT,K,,,6800,6815,B,20124,854,,10,39,40
DALEMAR,DR,K,,,7002,7018,B,20124,803,,10,39,40
Deepwood Farm,DR,K,,,6323,6417,B,20124,854,,10,39,40
Foggy Hills,CT,K,,,13800,13831,B,20124,854,,10,39,40
FOGGY HILLS,WAY,K,,,6401,6418,B,20124,854,,10,39,40
FOREST RUN,DR,K,,,6010,6041,B,20124,849,,10,39,40
JASPER,LN,K,,,13558,13588,B,20124,849,,10,39,40
Laurel Rock,CT,K,,,13800,13840,B,20124,854,,10,39,40
Laurel Rock,DR,K,,,13750,13787,B,20124,854,,10,39,40
LUTON HILL,WAY,K,,,6900,6909,B,20124,803,,10,39,40
MAPLE RUN,CT,K,,,6200,6207,B,20124,849,,10,39,40
Marblestone,CT,K,,,14000,14015,B,20124,854,,10,39,40
Marblestone,DR,K,,,13900,14035,B,20124,854,,10,39,40
Melstone,CT,K,,,6400,6420,B,20124,854,,10,39,40
Melstone,DR,K,,,13630,13646,B,20124,854,,10,39,40
MOSS GLEN,CT,K,,,6000,6008,B,20124,849,,10,39,40
MOSS GLEN,RD,K,,,13512,13609,B,20124,849,,10,39,40
MOUNTAIN SPRING,CT,K,,,6200,6209,B,20124,849,,10,39,40
MOUNTAIN SPRINGS,LN,K,,,6100,6143,B,20124,849,,10,39,40
NEWBY HALL,CT,K,,,6900,6907,B,20124,803,,10,39,40
Noble Rock,CT,K,,,6400,6418,B,20124,854,,10,39,40
Noble Rock,LN,K,,,13700,13703,B,20124,854,,10,39,40
OTTER RUN,CT,K,,,6168,6180,B,20124,849,,10,39,40
OTTER RUN,RD,K,,,6203,6204,B,20124,849,,10,39,40
Rock Brook,CT,K,,,13900,13924,B,20124,854,,10,39,40
ROCK BROOK,DR,K,,,6729,6752,B,20124,854,,10,39,40
Rock Crystal,DR,K,,,6500,6618,B,20124,854,,10,39,40
Rock Fall,CT,K,,,6700,6724,B,20124,854,,10,39,40
Rock Flint,CT,K,,,13630,13646,B,20124,854,,10,39,40
Rock Hollow,LN,K,,,6439,6454,B,20124,854,,10,39,40
Rock Lawn,DR,K,,,6600,6639,B,20124,854,,10,39,40
Rock Still,CT,K,,,13900,13916,B,20124,854,,10,39,40
Rockland,CT,K,,,6500,6511,B,20124,854,,10,39,40
Rockland,DR,K,,,6506,6650,B,20124,854,,10,39,40
SANDSTONE,CT,K,,,6100,6133,B,20124,849,,10,39,40
SEQUOIA LEA,DR,K,,,13501,13523,B,20124,849,,10,39,40
Shalestone,CT,K,,,6620,6635,B,20124,854,,10,39,40
Shalestone,DR,K,,,13940,13970,B,20124,854,,10,39,40
SOUTH SPRINGS,CIR,K,,,6300,6325,B,20124,854,,10,39,40
SOUTH SPRINGS,CT,K,,,13600,13610,B,20124,854,,10,39,40
Springhouse,CIR,K,,,6400,6458,B,20124,854,,10,39,40
Springhouse,CT,K,,,13900,13914,B,20124,854,,10,39,40
SPRINGSTONE,CT,K,,,13700,13715,B,20124,849,,10,39,40
SPRINGSTONE,DR,K,,,13598,13954,B,20124,849,,10,39,40
SPRINGSTONE,PL,K,,,6200,6220,B,20124,849,,10,39,40
Stone Shadow,CT,K,,,13700,13706,B,20124,854,,10,39,40
Stonebrook,CT,K,,,13850,13859,B,20124,854,,10,39,40
Stonebrook,DR,K,,,6674,6699,B,20124,854,,10,39,40
Stonedale,CT,K,,,13700,13710,B,20124,854,,10,39,40
Stonedale,LN,K,,,6500,6513,B,20124,854,,10,39,40
Stonefield,DR,K,,,13701,13952,B,20124,854,,10,39,40
Stonefield,LN,K,,,13900,13914,B,20124,854,,10,39,40
Stonehaven,CT,K,,,6400,6421,B,20124,854,,10,39,40
STONEHUNT,CT,K,,,13700,13707,B,20124,849,,10,39,40
STONEHUNT,PL,K,,,6200,6244,B,20124,849,,10,39,40
STONEHUNT,WAY,K,,,6300,6303,B,20124,849,,10,39,40
TARN HILL,DR,K,,,14000,14007,B,20124,803,,10,39,40
UNION MILL,RD,K,,,5920,6106,E,20124,849,,10,39,40
UNION MILL,RD,K,,,6001,6823,O,20124,803,,10,39,40
UNION MILL,RD,K,,,6200,6720,E,20124,854,,10,39,40
UNION SPRINGS,CT,K,,,6010,6021,B,20124,849,,10,39,40
UNION SPRINGS,LN,K,,,6100,6109,B,20124,849,,10,39,40
UNION VILLAGE,CIR,K,,,13500,13674,B,20124,849,,10,39,40
UNION VILLAGE,CT,K,,,6100,6114,B,20124,849,,10,39,40
UNION VILLAGE,DR,K,,,6100,6132,B,20124,849,,10,39,40
VALLEY RUN,DR,K,,,8113,8122,B,20124,803,,10,39,40
Warm Spring,CT,K,,,13900,13909,B,20124,854,,10,39,40
Whetstone Manor,CT,K,,,13900,13929,B,20124,854,,10,39,40
White Stone,CT,K,,,13600,13627,B,20124,854,,10,39,40
WILDER,CT,K,,,13500,13509,B,20124,849,,10,39,40
Woodland Run,CT,K,,,6400,6421,B,20124,854,,10,39,40
Woodland Run,DR,K,,,13626,13629,B,20124,854,,10,39,40
KNOLLBROOK,CT,L,,,12817,12819,B,20124,803,,10,39,40
KNOLLBROOK,DR,L,,,12504,12825,B,20124,803,,10,39,40
RICHARDS,LN,L,,,12744,12800,B,20124,803,5400,10,39,40
AMKIN,CT,L,,,7501,7507,B,20124,803,,10,39,40
AMKIN,DR,L,,,11700,11732,B,20124,803,,10,39,40
ARCHLAW,DR,L,,,7231,7252,B,20124,803,,10,39,40
BALMORAL,TER,L,,,13900,13925,B,20124,803,,10,39,40
BALMORAL FOREST,CT,L,,,13300,13309,B,20124,803,,10,39,40
BALMORAL FOREST,RD,L,,,7000,7091,B,20124,803,,10,39,40
BALMORAL GREENS,AVE,L,,,13301,13768,B,20124,803,,10,39,40
BALMORAL HEIGHTS,PL,L,,,13300,13321,B,20124,803,,10,39,40
BEAVER CREEK,RD,L,,,12100,12138,B,20124,803,,10,39,40
BECKWITH,LN,L,,,7401,7426,B,20124,803,,10,39,40
BLACKACRE,RD,L,,,7800,7821,B,20124,803,,10,39,40
BLUE DAN,LN,L,,,7300,7314,B,20124,803,,10,39,40
BLUFF RIDGE,LN,L,,,6800,6816,B,20124,803,,10,39,40
BRADDOCK,RD,L,,,12815,12815,O,20124,803,,10,39,40
BRADDOCK,RD,L,,,12915,12915,O,20124,803,,10,39,40
BRADDOCK,RD,L,,,13226,13342,E,20124,851,,11,37,40
BRADDOCK,RD,L,,,13400,13400,E,20124,918,,11,37,40
BRADDOCK FARMS,CT,L,,,12660,12671,B,20124,803,,10,39,40
BRADDOCK FARMS,WAY,L,,,5600,5617,B,20124,803,,10,39,40
Briarcroft,ST,L,,,6500,6717,B,20124,803,,10,39,40
Burns,Way,L,,,7008,7008,B,20124,803,,10,39,40
CABALLERO,WAY,L,,,13380,13398,B,20124,918,,11,37,40
CANDY,LN,L,,,6800,6806,B,20124,803,,10,39,40
CANNON FORT,DR,L,,,7500,7529,B,20124,803,,10,39,40
CASTLE KNOLL,DR,L,,,6602,6610,B,20124,803,,10,39,40
CASTLE RIDGE,RD,L,,,6600,6605,B,20124,803,,10,39,40
CEDAR RIDGE,DR,L,,,13100,13128,B,20124,803,,10,39,40
CEDAR VIEW,CT,L,,,6700,6708,B,20124,803,,10,39,40
Chapel,RD,L,,,11308,11308,E,20124,805,,10,37,40
Chapel,RD,L,,,11324,11530,E,20124,805,,10,37,40
CHAPEL,RD,L,,,11401,11525,O,20124,803,,10,39,40
CHAPEL,RD,L,,,11601,12601,B,20124,803,,10,39,40
CHAPEL,RD,L,,,12630,12639,B,20124,803,5400,10,39,40
CHAPEL,RD,L,,,12642,12644,E,20124,803,5400,10,39,40
CHAPEL,RD,L,,,12702,12702,E,20124,803,5400,10,39,40
CHAPEL,RD,L,,,12705,12705,O,20124,803,5400,10,39,40
CHAPEL,ST,L,,,12742,12817,B,20124,803,5400,10,39,40
Chapel View,RD,L,,,6400,6419,B,20124,805,,10,37,40
CHESTNUT,ST,L,,,12711,12817,B,20124,803,5400,10,39,40
CHESTNUT,ST,L,,,12821,12829,B,20124,803,,10,39,40
CLIFFWOOD,CT,L,,,12200,12216,B,20124,803,,10,39,40
CLIFTON,RD,L,,,5411,5609,O,20124,851,,11,37,40
CLIFTON,RD,L,,,5426,5710,E,20124,918,,11,37,40
CLIFTON,RD,L,,,5613,5629,O,20124,851,,11,37,40
CLIFTON,RD,L,,,6001,7011,B,20124,803,,10,39,40
CLIFTON,RD,L,,,7179,7184,B,20124,803,5400,10,39,40
CLIFTON,RD,L,,,7200,7428,B,20124,803,,10,39,40
CLIFTON,RD,L,,,7429,7541,O,20124,815,,10,39,40
CLIFTON,RD,L,,,7430,7554,E,20124,803,,10,39,40
CLIFTON,RD,L,,,7549,7555,O,20124,815,,10,39,40
CLIFTON CREEK,DR,L,,,12800,12820,B,20124,803,5400,10,39,40
CLIFTON CREEK,DR,L,,,12900,13003,B,20124,803,,10,39,40
CLIFTON CREST,WAY,L,,,5550,5574,B,20124,918,,11,37,40
CLIFTON FOREST,DR,L,,,6997,7009,B,20124,803,,10,39,40
CLIFTON HEIGHTS,LN,L,,,12720,12729,B,20124,803,5400,10,39,40
CLIFTON HUNT,CT,L,,,7900,8001,B,20124,803,,10,39,40
CLIFTON HUNT,DR,L,,,12400,12421,B,20124,803,,10,39,40
CLIFTON HUNT,LN,L,,,12600,12610,B,20124,803,,10,39,40
CLIFTON PARK,CIR,L,,,13301,13312,B,20124,918,,11,37,40
CLIFTON QUARRY,DR,L,,,7401,7432,B,20124,803,,10,39,40
CLIFTON SPRING,DR,L,,,12200,12224,B,20124,803,,10,39,40
COLCHESTER,RD,L,,,6310,6310,E,20124,803,,10,39,40
Colchester,RD,L,,,6601,6621,O,20124,805,,10,37,40
COLCHESTER,RD,L,,,6602,6622,E,20124,803,,10,39,40
COLD POINT,RD,L,,,7010,7031,B,20124,803,,10,39,40
COLEWOOD ESTATES,RD,L,,,6707,6714,B,20124,803,,10,39,40
COLT,DR,L,,,12930,13020,B,20124,803,,10,39,40
COMPTON,RD,L,,,12910,13517,B,20124,803,,10,39,40
COMPTON,RD,L,,,13850,14100,E,20124,854,,10,39,40
COMPTON,RD,L,,,14107,14199,O,20124,803,,10,39,40
Compton Heights,CIR,L,,,6803,6906,B,20124,854,,10,39,40
Compton Heights,CT,L,,,14035,14050,B,20124,854,,10,39,40
CRUSADE,DR,L,,,8200,8219,B,20124,803,,10,39,40
CUB DEN,CT,L,,,8200,8216,B,20124,803,,10,39,40
CUSTIS ACRES,DR,L,,,11900,11920,B,20124,803,,10,39,40
DELL,AVE,L,,,7215,7237,B,20124,803,5400,10,39,40
DELL,AVE,L,,,7239,7254,B,20124,803,,10,39,40
DETWILLER,DR,L,,,7500,7524,B,20124,803,,10,39,40
DOYLE,RD,L,,,5701,6153,B,20124,803,,10,39,40
DUNQUIN,CT,L,,,7420,7601,B,20124,803,,10,39,40
DUNVEGAN,DR,L,,,12700,12901,B,20124,803,,10,39,40
EVANS FORD,CT,L,,,13000,13014,B,20124,803,,10,39,40
EVANS FORD,RD,L,,,7500,7541,B,20124,803,,10,39,40
FAIRFAX STATION,RD,L,,,12201,12297,O,20124,803,,10,39,40
FAIRFAX STATION,RD,L,,,12300,12499,B,20124,803,,10,39,40
FALLSWAY,DR,L,,,12140,12148,B,20124,803,,10,39,40
FLOSSIE,LN,L,,,8100,8106,B,20124,803,,10,39,40
FORD,LN,L,,,12743,12801,B,20124,803,5400,10,39,40
FOX SHADOW,LN,L,,,13101,13121,B,20124,803,,10,39,40
GLENCOVE,DR,L,,,6800,6831,B,20124,803,,10,39,40
GOLD FLINT,CT,L,,,7800,7800,E,20124,803,,10,39,40
GOLD FLINT,CT,L,,,7820,7820,E,20124,803,,10,39,40
GOLD FLINT,CT,L,,,7850,7850,E,20124,803,,10,39,40
GOLD FLINT,DR,L,,,7800,7801,B,20124,803,,10,39,40
GOLD FLINT,DR,L,,,7840,7841,B,20124,803,,10,39,40
GRAY FOX,LN,L,,,12680,12700,B,20124,803,,10,39,40
GREAT OAK,LN,L,,,12803,12828,B,20124,803,,10,39,40
HANOVER HEIGHTS,TRL,L,,,6500,6515,B,20124,803,,10,39,40
HARRIER,DR,L,,,5700,5746,B,20124,918,,11,37,40
HENDERSON,CT,L,,,11900,11909,B,20124,803,,10,39,40
HENDERSON,RD,L,,,11401,11921,O,20124,845,,10,39,42
HENDERSON,RD,L,,,11418,12020,E,20124,803,,10,39,40
HENDERSON,RD,L,,,12030,12467,B,20124,803,,10,39,40
HORSESHOE,TRL,L,,,6601,6625,B,20124,803,,10,39,40
IVAKOTA,RD,L,,,7020,13038,B,20124,803,,10,39,40
IVAKOTA FARM,RD,L,,,13300,13328,B,20124,803,,10,39,40
JOHNNY MOORE,LN,L,,,13100,13301,B,20124,803,,10,39,40
KINCHELOE,RD,L,,,7323,8253,B,20124,803,,10,39,40
KNIGHTS FOREST,DR,L,,,8301,8324,B,20124,803,,10,39,40
LADYSLIPPER,LN,L,,,6500,6616,B,20124,803,,10,39,40
LAUREL GLEN,RD,L,,,13100,13122,B,20124,803,,10,39,40
LAUREL RUN,CT,L,,,6200,6207,B,20124,849,,10,39,40
Lawter,LN,L,,,11600,11609,B,20124,845,,10,39,42
Lees Farm,Rd,L,,,7514,7518,B,20124,803,,10,39,40
LILITA,LN,L,,,11900,11916,B,20124,803,,10,39,40
LOTH LORIAN,DR,L,,,13100,13141,B,20124,803,,10,39,40
MAIN,ST,L,,,7122,7315,B,20124,803,5400,10,39,40
MAPLE BRANCH,RD,L,,,7402,7619,B,20124,803,,10,39,40
Marleigh,CT,L,,,6800,6809,B,20124,854,,10,39,40
Marleigh,LN,L,,,14000,14034,B,20124,854,,10,39,40
MEGILLS,CT,L,,,6500,6551,B,20124,803,,10,39,40
MEGILLS CROSSING,WAY,L,,,6500,6600,B,20124,803,,10,39,40
MEGILLS LANDING,LN,L,,,12700,12711,B,20124,803,,10,39,40
MILL DAM,DR,L,,,12635,12675,B,20124,803,,10,39,40
MILL GLEN,CT,L,,,12700,12709,B,20124,803,,10,39,40
MILL GLEN,DR,L,,,7600,7610,B,20124,803,,10,39,40
MORWOOD,TRL,L,,,7500,7509,B,20124,803,,10,39,40
MY,WAY,L,,,7830,7900,B,20124,803,,10,39,40
NEWMAN,RD,L,,,6400,6922,B,20124,803,,10,39,40
NEWMAN,RD,L,,,7010,7030,B,20124,803,5400,10,39,40
OLD YATES FORD,RD,L,,,12320,12619,B,20124,803,,10,39,40
PARADISE SPRING,CT,L,,,6800,6800,B,20124,803,,10,39,40
PARADISE SPRING,RD,L,,,12500,12525,B,20124,803,,10,39,40
PARTRIDGE BERRY,LN,L,,,7601,7616,B,20124,803,,10,39,40
PENDLETON,AVE,L,,,7151,7157,B,20124,803,5400,10,39,40
PEPPER,LN,L,,,7293,7311,B,20124,803,,10,39,40
POCOL,DR,L,,,5904,6033,B,20124,803,,10,39,40
POPES HEAD,RD,L,,,12418,13010,B,20124,803,,10,39,40
QUIGG,ST,L,,,7500,7520,B,20124,803,,10,39,40
QUINQUE,LN,L,,,12208,12230,B,20124,803,,10,39,40
REDBIRD,RDG,L,,,12845,12851,O,20124,803,5400,10,39,40
